iteration,n_agents,c0,m0,s0,mx0,mn0
229,50,9,0.267191,0.126267,0.480371,0.100846
230,50,8,0.247227,0.119762,0.4805,0.100959
231,50,9,0.267265,0.126316,0.480629,0.101072
232,50,8,0.247314,0.119839,0.48076,0.101185
233,50,8,0.247357,0.119877,0.48089,0.101299
234,50,8,0.247401,0.119916,0.481021,0.101413
235,50,8,0.247445,0.119955,0.481152,0.101527
236,50,8,0.247488,0.119994,0.481284,0.10164
237,50,8,0.247532,0.120034,0.481416,0.101754
238,50,8,0.247576,0.120073,0.481549,0.101867
239,50,8,0.247619,0.120113,0.481682,0.10198
240,50,8,0.247663,0.120153,0.481815,0.102093
241,50,9,0.267639,0.126568,0.481948,0.102206
242,50,8,0.24775,0.120233,0.482082,0.10232
243,50,8,0.247794,0.120274,0.482216,0.102433
244,50,8,0.247838,0.120314,0.48235,0.102546
245,50,8,0.247882,0.120355,0.482485,0.102659
246,50,8,0.247926,0.120396,0.482621,0.102772
247,50,8,0.24797,0.120438,0.482757,0.102885
248,50,8,0.248013,0.120479,0.482892,0.102997
249,50,8,0.248057,0.120521,0.483028,0.10311
250,50,8,0.248101,0.120562,0.483164,0.103223
251,50,8,0.248145,0.120604,0.483301,0.103336
252,50,8,0.248189,0.120646,0.483437,0.103449
253,50,8,0.248232,0.120688,0.483574,0.103562
254,50,8,0.248276,0.12073,0.483711,0.103675
255,50,8,0.24832,0.120772,0.483848,0.103788
256,50,8,0.248363,0.120814,0.483985,0.1039
257,50,8,0.248407,0.120856,0.484123,0.104014
258,50,8,0.248451,0.120899,0.484261,0.104126
259,50,8,0.248495,0.120942,0.4844,0.104239
260,50,8,0.248538,0.120985,0.484539,0.104351
261,50,8,0.248582,0.121028,0.484679,0.104464
262,50,9,0.268418,0.127135,0.484818,0.104576
263,50,9,0.268455,0.127163,0.484957,0.104689
264,50,9,0.268492,0.127191,0.485097,0.104802
265,50,9,0.268529,0.127218,0.485236,0.104915
266,50,9,0.268566,0.127246,0.485376,0.105027
267,50,9,0.268602,0.127275,0.485516,0.10514
268,50,9,0.268639,0.127303,0.485656,0.105252
269,50,9,0.268676,0.127331,0.485796,0.105365
270,50,9,0.268713,0.127359,0.485937,0.105477
271,50,9,0.26875,0.127388,0.486077,0.105591
272,50,9,0.268786,0.127416,0.486218,0.105704
273,50,9,0.268823,0.127445,0.48636,0.105817
274,50,9,0.26886,0.127473,0.486501,0.105929
275,50,9,0.268897,0.127502,0.486643,0.106042
276,50,9,0.268934,0.127531,0.486785,0.106154
277,50,9,0.268971,0.127559,0.486926,0.106266
278,50,9,0.269008,0.127588,0.487069,0.106379
279,50,9,0.269045,0.127617,0.487211,0.106492
280,50,9,0.269082,0.127646,0.487354,0.106605
281,50,9,0.269119,0.127675,0.487496,0.106718
282,50,9,0.269156,0.127705,0.48764,0.106831
283,50,9,0.269193,0.127734,0.487783,0.106944
284,50,9,0.269231,0.127763,0.487926,0.107057
285,50,9,0.269268,0.127793,0.48807,0.10717
286,50,9,0.269305,0.127823,0.488215,0.107282
287,50,9,0.269342,0.127852,0.48836,0.107394
288,50,9,0.269379,0.127882,0.488505,0.107506
289,50,9,0.269417,0.127912,0.488651,0.107619
290,50,9,0.269454,0.127942,0.488797,0.107731
291,50,9,0.269492,0.127973,0.488944,0.107844
292,50,8,0.271773,0.135601,0.489091,0.107956
293,50,8,0.2718,0.135634,0.489238,0.108069
294,50,8,0.271827,0.135668,0.489385,0.108181
295,50,8,0.271854,0.135702,0.489533,0.108293
296,50,8,0.271881,0.135736,0.489681,0.108405
297,50,8,0.271908,0.13577,0.48983,0.108517
298,50,8,0.271934,0.135804,0.489978,0.10863
299,49,8,0.271961,0.135839,0.490126,0.108742
300,49,8,0.271988,0.135873,0.490275,0.108854
301,49,8,0.272015,0.135908,0.490425,0.108966
302,49,8,0.272041,0.135943,0.490574,0.109078
303,49,8,0.272067,0.135977,0.490724,0.109191
304,49,8,0.272094,0.136012,0.490874,0.109303
305,49,8,0.27212,0.136047,0.491023,0.109415
306,49,8,0.272146,0.136082,0.491173,0.109528
307,49,8,0.272172,0.136117,0.491324,0.109641
308,49,8,0.272198,0.136152,0.491474,0.109753
