iteration,c0,m0,s0,mx0,mn0
401,5,0.182159,0.0782924,0.320932,0.0989595
402,5,0.182291,0.0782816,0.321106,0.0991587
403,5,0.182423,0.078271,0.32128,0.0993579
404,5,0.182554,0.0782606,0.321454,0.0995569
405,5,0.182686,0.0782503,0.321629,0.099756
406,5,0.182818,0.0782403,0.321803,0.099955
407,5,0.18295,0.0782302,0.321977,0.100154
408,5,0.183082,0.0782204,0.32215,0.100353
409,5,0.183214,0.0782108,0.322324,0.100552
410,5,0.183346,0.0782013,0.322498,0.100751
411,5,0.183478,0.078192,0.322672,0.10095
412,5,0.18361,0.0781827,0.322845,0.101149
413,5,0.183742,0.0781735,0.323019,0.101348
414,5,0.183874,0.0781645,0.323192,0.101547
415,5,0.184006,0.0781556,0.323365,0.101745
416,5,0.184138,0.0781469,0.323538,0.101944
417,5,0.18427,0.0781384,0.323711,0.102143
418,5,0.184403,0.0781301,0.323884,0.102342
419,5,0.184535,0.0781219,0.324057,0.102541
420,5,0.184667,0.0781139,0.32423,0.102739
421,5,0.1848,0.0781061,0.324403,0.102938
422,5,0.184932,0.0780985,0.324576,0.103137
423,5,0.185065,0.0780908,0.324748,0.103335
424,5,0.185197,0.0780834,0.324921,0.103534
425,5,0.18533,0.0780762,0.325093,0.103733
426,5,0.185463,0.0780691,0.325266,0.103931
427,5,0.185595,0.0780622,0.325438,0.10413
428,5,0.185728,0.0780555,0.325611,0.104328
429,5,0.185861,0.0780488,0.325783,0.104527
430,5,0.185994,0.0780423,0.325955,0.104725
431,5,0.186127,0.078036,0.326128,0.104923
432,5,0.186261,0.0780298,0.3263,0.105122
433,5,0.186394,0.0780238,0.326472,0.10532
434,5,0.186527,0.078018,0.326645,0.105518
435,5,0.18666,0.0780123,0.326817,0.105717
436,5,0.186794,0.0780067,0.326989,0.105915
437,5,0.186927,0.0780012,0.327161,0.106113
438,5,0.18706,0.0779958,0.327333,0.106311
439,5,0.187194,0.0779905,0.327504,0.106509
440,5,0.187327,0.0779854,0.327676,0.106706
441,5,0.18746,0.0779802,0.327847,0.106904
442,5,0.187594,0.0779752,0.328018,0.107102
443,5,0.187727,0.0779703,0.328189,0.1073
444,5,0.18786,0.0779654,0.32836,0.107497
445,5,0.187994,0.0779606,0.32853,0.107695
446,5,0.188128,0.0779559,0.328701,0.107893
447,5,0.188261,0.0779514,0.328871,0.10809
448,5,0.188395,0.077947,0.329042,0.108288
449,5,0.188529,0.0779427,0.329212,0.108485
450,5,0.188662,0.0779386,0.329382,0.108683
451,5,0.188796,0.0779344,0.329552,0.10888
452,5,0.18893,0.0779305,0.329722,0.109077
453,4,0.205051,0.0794525,0.329892,0.109275
454,4,0.205174,0.0794594,0.330062,0.109472
455,4,0.205297,0.0794665,0.330233,0.109669
456,4,0.20542,0.0794736,0.330403,0.109866
457,4,0.205543,0.0794807,0.330572,0.110063
458,4,0.205666,0.0794879,0.330742,0.11026
459,4,0.205789,0.0794952,0.330911,0.110457
460,4,0.205912,0.0795026,0.33108,0.110654
461,4,0.206035,0.0795101,0.33125,0.110851
462,4,0.206158,0.0795176,0.331418,0.111048
463,4,0.206282,0.0795252,0.331587,0.111245
464,4,0.206405,0.0795328,0.331756,0.111442
465,4,0.206529,0.0795405,0.331925,0.111639
466,4,0.206653,0.0795483,0.332093,0.111835
467,4,0.206776,0.0795561,0.332261,0.112032
468,4,0.2069,0.079564,0.332429,0.112229
469,4,0.207024,0.079572,0.332597,0.112426
470,4,0.207148,0.0795801,0.332765,0.112622
471,4,0.207271,0.0795882,0.332932,0.112819
472,4,0.207395,0.0795965,0.3331,0.113016
473,4,0.207519,0.079605,0.333268,0.113212
474,4,0.207643,0.0796137,0.333435,0.113409
475,4,0.207767,0.0796224,0.333603,0.113605
476,4,0.20789,0.0796313,0.33377,0.113801
477,4,0.208015,0.0796403,0.333938,0.113998
478,4,0.208139,0.0796494,0.334106,0.114194
479,4,0.208263,0.0796587,0.334273,0.11439
480,4,0.208388,0.0796682,0.334441,0.114586
481,4,0.208512,0.0796778,0.334609,0.114782
482,6,0.196075,0.0714237,0.334777,0.114978
483,7,0.214125,0.077127,0.334944,0.115174
484,7,0.214221,0.0771353,0.335112,0.11537
485,7,0.214317,0.0771439,0.335279,0.115566
486,7,0.214413,0.0771526,0.335447,0.115762
487,7,0.214509,0.0771616,0.335614,0.115958
488,7,0.214605,0.0771708,0.335781,0.116153
489,7,0.214701,0.0771802,0.335947,0.116349
490,7,0.214798,0.0771897,0.336113,0.116545
491,7,0.214894,0.0771994,0.336279,0.11674
492,7,0.21499,0.0772094,0.336445,0.116936
493,7,0.215086,0.0772195,0.336611,0.117131
494,7,0.215183,0.0772299,0.336777,0.117327
495,7,0.215279,0.0772404,0.336942,0.117522
496,7,0.215376,0.0772511,0.337107,0.117718
497,7,0.215472,0.0772622,0.337273,0.117913
498,7,0.215569,0.0772734,0.337438,0.118108
499,7,0.215665,0.077285,0.337603,0.118304
500,7,0.215762,0.0772967,0.337768,0.118499
501,7,0.215859,0.0773087,0.337933,0.118694
502,7,0.215955,0.0773208,0.338098,0.118889
503,7,0.216052,0.0773331,0.338262,0.119085
504,7,0.216149,0.0773456,0.338426,0.11928
505,7,0.216245,0.0773583,0.33859,0.119475
506,7,0.216342,0.0773713,0.338755,0.11967
507,7,0.216439,0.0773845,0.338919,0.119865
508,7,0.216536,0.0773979,0.339083,0.12006
509,7,0.216633,0.0774115,0.339247,0.120255
510,7,0.216729,0.0774255,0.339411,0.12045
511,7,0.216826,0.0774396,0.339575,0.120645
512,7,0.216923,0.0774538,0.339738,0.12084
513,7,0.21702,0.0774683,0.339901,0.121034
514,7,0.217117,0.077483,0.340064,0.121229
515,7,0.217214,0.0774977,0.340227,0.121423
516,7,0.217311,0.0775127,0.340389,0.121618
517,7,0.217407,0.077528,0.340551,0.121812
518,7,0.217504,0.0775434,0.340713,0.122006
519,7,0.217601,0.077559,0.340875,0.122201
520,7,0.217698,0.0775748,0.341036,0.122395
521,7,0.217795,0.0775908,0.341197,0.122589
522,7,0.217892,0.077607,0.341359,0.122783
523,7,0.217988,0.0776236,0.34152,0.122977
524,7,0.218085,0.0776404,0.341681,0.123171
525,7,0.218182,0.0776574,0.341842,0.123365
526,7,0.218279,0.0776747,0.342004,0.123559
527,7,0.218376,0.0776922,0.342165,0.123752
528,7,0.218473,0.0777098,0.342325,0.123946
529,7,0.21857,0.0777277,0.342486,0.124139
530,7,0.218666,0.0777458,0.342646,0.124333
531,7,0.218763,0.0777641,0.342806,0.124526
532,7,0.21886,0.0777828,0.342966,0.12472
533,7,0.218957,0.0778016,0.343127,0.124913
534,7,0.219054,0.0778206,0.343287,0.125106
535,7,0.219151,0.0778397,0.343447,0.125299
536,7,0.219248,0.077859,0.343606,0.125492
537,7,0.219345,0.0778786,0.343765,0.125685
538,7,0.219442,0.0778985,0.343925,0.125878
539,7,0.219539,0.0779186,0.344084,0.12607
540,7,0.219636,0.077939,0.344244,0.126263
